cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"20720","11594","479839","1142242","Tennessee State Bank","Pigeon Forge","TN","37863","3/31/2019","5/19/2019","SM","2210 Parkway","TENNESSEE STATE BANCSHARES, INC.","15","0","0","4","1","Sevier","","","6/19/1972","6/19/1972","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.tnstatebank.com","194","647382","41607","33345","113148","0","448614","4340","0","19128","4754","0","20131","647382","575083","568181","448769","568181","83.6593195250669","2217","0","0","0","4685","72299","72299","0","1","22925","49373","0","5081","0","2190","595107","255502","641385","641385","473711","635153","7937","5653","0","2284","11234","28496","0","0","62285","73235","4376","62285","0"
"8533","12224","134455","1109487","Tensas State Bank","Newellton","LA","71357","3/31/2019","5/19/2019","NM","307 Verona Street","TENSAS BANCSHARES, INC.","4","0","0","4","1","Tensas","","","1/1/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.tensas.com","33","146733","5687","2667","50517","0","82324","926","0","1941","623","0","5641","146733","127140","119767","83922","119767","75.0335536900723","0","0","6500","0","873","19593","19593","0","475","12025","7093","0","1772","0","1221","135508","35642","149060","149060","100299","149371","2086","1502","0","584","14747","3966","6500","0","15465","19462","926","15465","0"
"26442","0","238737","0","Terrabank, National Association","Miami","FL","33145","3/31/2019","5/19/2019","N","3191 Coral Way","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/21/1985","11/21/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.terrabank.com","98","392194","10573","7507","101271","0","265531","2940","0","1655","0","0","13164","392194","355898","354390","185602","354390","70.6286781508669","0","0","0","0","1508","36296","36296","0","5000","9369","21927","0","0","0","1216","374309","238193","392363.5","392363.5","265879","393245","9015","9015","0","0","38000","1351","0","0","5873","36886","2946","5873","0"
"17736","10938","697147","2861773","Terre Haute Savings Bank","Terre Haute","IN","47807","3/31/2019","5/19/2019","SB","533 Ohio Street","TERRE HAUTE SAVINGS MHC, INC.","8","0","0","4","0","Vigo","45460","Terre Haute, IN","12/1/1869","3/28/1957","5/1/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.thsb.com","108","330731","6972","1320","80855","900","220940","2900","0","8412","3","181","12468","330731","299264","266624","220512","266624","71.3046378462645","0","0","31000","0","1640","31467","31467","0","0","12000","19467","0","1606","0","1144","304015","118502","335921","335921","227230","333220","7183","6546","0","637","42947","3176","31000","0","43865","30969","2841","43865","0"
"30836","5991","564977","0","Territorial Savings Bank","Honolulu","HI","96813","3/31/2019","5/19/2019","SM","1000 Bishop Street","","30","0","0","5","0","Honolulu","46520","Urban Honolulu, HI","1/1/1921","7/2/1956","7/10/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","WWW.TERRITORIALSAVINGS.NET","277","2064073","23668","13973","370817","0","1586772","2659","0","16871","0","218","65727","2064073","1843554","1698984","1632045","1698984","71.930295347923","10000","0","117293","0","17277","220519","220519","0","0","103965","116554","0","2185","0","5374","1971562","1933563","2066637.5","2066637.5","995880","2060375","45273","45273","0","0","383822","799","104500","0","53289","227838","2872","53289","480"
"11708","0","134848","1928615","Teutopolis State Bank","Teutopolis","IL","62467","3/31/2019","5/19/2019","SM","106 East Main Street","TEUTOPOLIS HOLDING COMPANY","3","0","0","2","0","Effingham","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.teutopolisstatebank.com","40","235184","32478","27975","53133","0","140544","1443","0","2305","0","0","6724","235183","203426","202761","164951","202761","90.3959088759262","0","0","0","0","665","31757","31757","0","300","6800","24657","0","0","0","1091","221652","41800","235523","235523","156058","233100","5145","5145","0","0","4918","1849","0","382","19994","31658","1449","19994","0"
"58671","18051","3640359","4260129","Texan Bank, National Association","Houston","TX","77034","3/31/2019","5/19/2019","N","12941 Gulf Fwy, Suite 100","FRIENDSWOOD CAPITAL CORPORATION","4","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","12/10/2007","12/10/2007","10/31/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.texanbank.com","57","314105","44426","39796","5273","0","252957","3134","0","846","2778","2969","4856","314105","272812","267504","223762","267504","79.1779501794779","0","0","5000","0","308","41293","41293","0","4000","36698","595","0","3102","0","911","298026","26054","306451.5","306451.5","273245","307839","0","0","0","0","23664","8100","5000","285","33761","39844","3162","33761","0"
"3302","0","809650","1104071","Texana Bank, National Association","Linden","TX","75563","3/31/2019","5/19/2019","N","E Rush Street","LINDEN BANCSHARES, INC.","5","0","1","4","0","Cass","","","1/1/1914","1/1/1934","3/31/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texanabank.com","61","213656","4333","6","17570","0","179815","1570","0","6693","1004","0","4241","213656","195833","184956","138795","184956","76.1929707076817","130","0","9770","0","977","17823","17823","0","64","12061","5698","0","711","0","1071","197391","51607","212252","212252","169882","212743","263","263","0","0","28354","2316","9770","2324","24061","17906","1570","24061","0"
"58450","0","3485215","0","Texas Advantage Community Bank, National Association","Alvin","TX","77511","3/31/2019","5/19/2019","N","1701 Fairway Plaza, # 18","","2","0","0","4","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","12/18/2006","12/18/2006","7/9/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.TexasAdvantageCommunityBank.com","23","112437","16342","4149","11671","37","80300","614","0","280","0","0","3807","112437","101268","100984","77487","100984","62.8247749084793","0","0","0","0","284","11169","11169","0","4441","5161","1567","0","161","0","449","96157","10075","110397","110397","76905","112180","2425","2425","0","0","19526","55","0","0","8447","11469","614","8447","0"
"19559","11460","232856","0","Texas Bank","Brownwood","TX","76801","3/31/2019","5/19/2019","NM","400 Fisk Street","","10","0","0","4","1","Brown","","","3/7/1966","3/7/1966","11/30/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texasbank.com","124","502646","71955","62093","42749","0","370115","4995","0","4377","217","2043","11190","502647","436766","433948","276060","433948","76.4531711203105","0","0","0","0","2818","65881","65881","0","1250","14750","49881","0","773","0","1601","474957","209180","494718","494718","390097","494218","7301","7301","0","0","34569","3265","0","0","73171","64454","4878","73171","4134"
"21074","0","414764","3385511","Texas Bank","Henderson","TX","75652","3/31/2019","5/19/2019","NM","1120 Highway 79 North","HENDERSON TEXAS BANCSHARES, INC.","10","0","0","4","1","Rusk","30980","Longview, TX","5/5/1973","5/5/1973","9/9/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texasbnk.com","141","490310","15455","4647","159494","0","288933","2892","0","15383","522","38","10485","490310","439532","409180","332476","409180","75.4565345862495","0","0","29734","0","618","50778","50778","0","2","25037","25739","0","3031","0","2262","453074","172024","493434","493434","342828","496505","3168","3168","0","0","43467","2378","29734","0","24961","50748","2892","24961","0"
"17842","11402","949154","1138423","Texas Bank and Trust Company","Longview","TX","75601","3/31/2019","5/19/2019","NM","300 East Whaley Street","OVERTON FINANCIAL CORPORATION","21","0","0","4","0","Gregg","30980","Longview, TX","3/4/1958","3/4/1958","11/3/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texasbankandtrust.com","471","2615258","257731","207349","124705","0","2104018","31252","0","39757","1976","21758","65313","2615258","2312467","2301754","1552802","2301754","75.1857951773128","0","0","0","0","10713","302791","302791","0","2000","55750","245041","0","9201","0","6021","2436072","714863","2571638.5","2571638.5","2132843","2546975","38450","38450","0","0","144982","6196","0","1517","429935","284833","26717","429935","0"
"26967","0","297257","4126225","Texas Bank Financial","Weatherford","TX","76086","3/31/2019","5/19/2019","NM","901 Santa Fe Drive","TEXAS BANC FINANCIAL CORPORATION","5","0","0","5","1","Parker","19100","Dallas-Fort Worth-Arlington, TX","6/11/1987","6/11/1987","6/1/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","WWW.TEXAS-BANK.COM","105","374938","47420","45677","2250","406","311815","2954","0","7063","146","2821","3017","374938","340246","339082","305294","339082","60.6280307092228","0","0","0","0","1164","34692","34692","0","500","5764","28428","0","1966","0","1526","360148","234727","361683","361683","227683","357587","0","0","0","0","32704","0","0","5220","14446","34735","2847","14446","28881"
"57922","0","3297490","3345234","Texas Brand Bank","Dallas","TX","75204","3/31/2019","5/19/2019","NM","4161 Mckinney Ave Suite 101","TEXAS BRAND BANCSHARES, INC.","3","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","3/4/2005","3/4/2005","5/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.texasbrandbank.com","36","206019","40232","37849","4949","0","158301","2220","0","709","0","0","1828","206019","179217","178020","138316","178020","71.5094699305875","0","0","0","0","1197","26802","26802","0","4245","16189","6368","0","0","0","461","201099","10582","204786.5","204786.5","168912","203577","0","0","0","0","26095","1250","0","0","42135","26811","2113","42135","0"
"34383","0","2618780","2706735","Texas Capital Bank, National Association","Dallas","TX","75201","3/31/2019","5/19/2019","N","2000 Mckinney Ave, # 700","TEXAS CAPITAL BANCSHARES, INC.","13","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","10/3/1997","10/3/1997","6/8/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.texascapitalbank.com","1647","28371355","2306274","2129155","230749","25000","25046864","208573","29752","86422","0","63265","583029","28371355","25768244","20734961","13906520","20734961","46.9848462988612","897892","29752","3672003","223218","210418","2603111","2606338","160000","2500","883376","1560462","-3227","159627","12822","86513","27431768","1380565","28308861","28308861","27908200","26623764","125689","37363","25987","62339","4763807","0","3600000","1901637","7846910","2583459","441586","7846910","6649401"
"11159","0","579364","2314260","Texas Champion Bank","Corpus Christi","TX","78413","3/31/2019","5/19/2019","NM","6124 South Staples St","MESQUITE FINANCIAL SERVICES, INC.","11","0","0","4","0","Nueces","18580","Corpus Christi, TX","8/12/1912","1/1/1934","4/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.texaschampionbank.com","102","325453","41494","34696","29723","0","222044","2543","0","14484","5155","2145","10408","325453","286283","256757","145014","256757","61.805766430746","0","0","28592","0","934","39170","39170","0","354","20983","17833","0","533","0","1064","286463","49084","322606","322606","240223","319857","3385","3385","0","0","19278","3575","13000","0","29011","37266","2543","29011","0"
"58319","0","3440830","4895606","Texas Citizens Bank, National Association","Pasadena","TX","77505","3/31/2019","5/19/2019","N","4949 Fairmont Parkway","TEXAS CITIZENS BANCORP, INC.","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/3/2006","5/3/2006","6/16/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.texascitizensbank.com","108","554572","75028","63067","1356","371","450485","9096","0","2803","2189","0","22340","554572","506584","439811","267275","439811","66.1256482684081","0","0","63823","0","2950","47988","47988","0","15422","33230","-664","0","5370","0","1192","515279","11466","555303.5","555303.5","484110","549729","11446","11446","0","0","91456","8030","63823","0","100194","47988","6088","100194","0"
"24563","0","528960","3211012","Texas Community Bank","Laredo","TX","78041","3/31/2019","5/19/2019","SM","6721 Mcpherson Road","VISION BANCSHARES, INC.","10","0","0","4","0","Webb","29700","Laredo, TX","6/20/1983","6/20/1983","12/21/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.tx-communitybank.com","210","1482726","322745","283388","296750","0","808517","15816","0","38442","293","1738","14241","1482726","1332893","1324655","822661","1324655","39.148512072717","2652","0","0","0","5586","149833","149833","0","750","62530","86553","0","214","0","4212","1388655","166379","1461370","1461370","777869","1425100","266","266","0","0","245001","9939","0","0","90401","148101","9800","90401","0"
"20099","0","822556","0","Texas Exchange Bank, ssb","Crowley","TX","76036","3/31/2019","5/19/2019","SB","109 N Crowley Road","","2","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/5/1970","1/5/1970","12/17/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.txexbank.com","22","1084207","100272","97444","363361","300000","293149","2990","0","1191","0","803","25431","1084207","986402","685188","660056","685188","97.3176528915979","0","0","300000","0","1214","97805","97805","0","1422","62467","33916","0","570","0","7142","1053954","95480","922776.5","922776.5","488289","792156","0","0","0","0","410400","0","300000","66243","14847","92560","2990","14847","641700"
"26738","0","656658","1140967","Texas Financial Bank","Eden","TX","76837","3/31/2019","5/19/2019","NM","220 Jackson Street","EDEN FINANCIAL CORPORATION","4","0","0","7","0","Concho","","","7/31/1986","7/31/1986","4/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texasfinancialbank.com","23","109083","12044","10129","47383","12207","34638","712","0","1282","0","0","1529","109083","98947","98755","65857","98755","62.3352032240426","0","0","0","0","192","10136","10136","0","700","2905","6531","0","2","0","290","104357","16103","106299.5","106299.5","46163","109489","923","923","0","0","6588","300","0","0","8913","10355","579","8913","0"
"23799","0","473266","1103878","Texas First Bank","Texas City","TX","77590","3/31/2019","5/19/2019","SM","3232 Palmer Highway","TEXAS INDEPENDENT BANCSHARES, INC.","23","0","0","4","1","Galveston","26420","Houston-The Woodlands-Sugar Land, TX","4/23/1982","4/23/1982","2/1/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.texasfirst.bank","205","1081910","42283","9562","367584","0","621792","9631","0","14610","3006","5865","26770","1081910","966007","963446","567222","963446","70.8806507149625","0","0","0","0","2561","115903","115903","0","750","34517","80636","0","10669","0","3552","998938","388968","1086149.5","1086149.5","767827","1082838","12437","12437","0","0","45453","24641","0","15433","130953","111244","9598","130953","0"
"15300","0","655660","1104549","Texas First State Bank","Riesel","TX","76682","3/31/2019","5/19/2019","NM","400 South Highway 6","TEXAS FIRST BANCSHARES, INC.","6","0","0","4","0","Mclennan","47380","Waco, TX","1/1/1906","11/7/1935","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.mytexasbank.com","70","403276","30087","23537","200178","0","155834","559","0","12430","0","650","4097","403276","369464","368589","290158","368589","60.1591778073054","0","0","0","0","875","33812","33812","0","25","15458","18329","0","86","0","1152","379549","90138","400115.5","400115.5","199573","400665","0","0","0","0","39589","5824","0","0","17202","33247","559","17202","0"
"3206","0","514655","1101726","Texas Gulf Bank, National Association","Houston","TX","77057","3/31/2019","5/19/2019","N","1626 South Voss Rd.","TEXAS GULF BANCSHARES, INC.","9","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","7/13/1913","1/1/1934","6/15/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.texasgulfbank.com","114","597955","15973","9544","179318","0","385473","4460","0","10274","316","1189","5412","597955","530935","529296","353163","529296","65.2816631375742","0","0","0","0","1639","67020","67020","0","3090","9424","54506","0","4523","0","2148","574335","121093","598209.5","598209.5","448581","600437","0","0","0","0","31792","600","0","0","89388","66894","4461","89388","0"
"11903","13317","702359","1105283","Texas Heritage Bank","Boerne","TX","78006","3/31/2019","5/19/2019","NM","1208 South Main Street","SOUTHWESTERN BANCORP, INC.","3","0","0","4","1","Kendall","41700","San Antonio-New Braunfels, TX","10/23/1931","1/1/1934","10/4/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.texasheritagebank.com","35","148161","21396","20408","2628","0","121238","1259","0","1134","0","89","1676","148161","134498","132200","85914","132200","86.4003685577911","0","0","1780","0","518","13663","13663","0","200","8094","5369","0","154","0","528","144274","28248","147858.5","147858.5","112512","146753","0","0","0","0","6810","2","1780","0","10478","13645","1259","10478","4000"
"3161","13546","824653","3220836","Texas Heritage National Bank","Daingerfield","TX","75638","3/31/2019","5/19/2019","N","107 Webb Street","DAINGERFIELD HOLDING COMPANY","4","0","0","2","1","Morris","","","1/1/1892","1/1/1934","4/1/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.texashnb.com","35","139371","2650","693","11271","12628","104194","1360","0","1766","237","0","6625","139371","124051","104332","91243","104332","90.484767196781","0","0","19100","0","619","15320","15320","0","280","4323","10717","0","1792","0","1098","128786","57202","136783","136783","111837","136064","3692","3692","0","0","6191","683","19100","0","5695","15382","1360","5695","0"
"58932","0","3806481","3879720","Texas Hill Country Bank","Bandera","TX","78003","3/31/2019","5/19/2019","NM","800 Main Street","TEXAS HILL COUNTRY BANCSHARES, INC.","3","0","0","4","0","Bandera","41700","San Antonio-New Braunfels, TX","4/1/2009","4/1/2009","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.texashillcountrybank.com","30","149750","24034","20735","3985","0","113404","974","0","7213","0","0","1114","149750","135285","134926","110374","134926","64.7138106981256","0","0","0","0","359","14465","14465","0","7","13676","782","0","5","0","318","138124","30344","150156.5","150156.5","119445","150740","0","0","0","0","24463","1697","0","0","16787","14553","974","16787","0"
